nyr:,200
SLR (m), Pchng (cm), pi_0, N_d, SD, SE,min,max
0.400, 0.600, 0.5,  6.880,  2.919,  0.206,  0.000, 14.000
0.420, 0.600, 0.1, 13.530,  3.912,  0.277,  5.000, 25.000
0.420, 0.600, 0.2, 10.925,  3.478,  0.246,  3.000, 20.000
0.420, 0.600, 0.3,  9.695,  3.400,  0.240,  2.000, 19.000
0.420, 0.600, 0.4,  8.715,  3.201,  0.226,  2.000, 18.000
0.420, 0.600, 0.5,  7.970,  3.019,  0.213,  1.000, 15.000
0.440, 0.600, 0.1, 15.830,  4.268,  0.302,  7.000, 29.000
0.440, 0.600, 0.2, 12.980,  3.914,  0.277,  5.000, 24.000
0.440, 0.600, 0.3, 11.180,  3.562,  0.252,  3.000, 20.000
0.440, 0.600, 0.4, 10.100,  3.370,  0.238,  3.000, 19.000
0.440, 0.600, 0.5,  9.280,  3.352,  0.237,  2.000, 18.000
0.460, 0.600, 0.1, 18.200,  4.570,  0.323,  8.000, 32.000
0.460, 0.600, 0.2, 15.135,  4.134,  0.292,  7.000, 27.000
0.460, 0.600, 0.3, 13.335,  3.922,  0.277,  5.000, 24.000
0.460, 0.600, 0.4, 11.840,  3.601,  0.255,  4.000, 21.000
0.460, 0.600, 0.5, 10.650,  3.449,  0.244,  3.000, 19.000
0.480, 0.600, 0.1, 20.725,  5.068,  0.358,  9.000, 36.000
0.480, 0.600, 0.2, 17.490,  4.478,  0.317,  8.000, 32.000
0.480, 0.600, 0.3, 15.525,  4.161,  0.294,  7.000, 28.000
0.480, 0.600, 0.4, 13.950,  4.015,  0.284,  6.000, 26.000
0.480, 0.600, 0.5, 12.620,  3.806,  0.269,  4.000, 23.000
0.500, 0.600, 0.1, 23.815,  5.406,  0.382, 11.000, 40.000
0.500, 0.600, 0.2, 19.960,  4.886,  0.346,  9.000, 36.000
0.500, 0.600, 0.3, 17.865,  4.532,  0.320,  8.000, 32.000
0.500, 0.600, 0.4, 16.235,  4.328,  0.306,  7.000, 29.000
0.500, 0.600, 0.5, 14.800,  4.142,  0.293,  7.000, 27.000
0.000, 0.650, 0.1,  0.950,  1.006,  0.071,  0.000,  5.000
0.000, 0.650, 0.2,  0.775,  0.937,  0.066,  0.000,  5.000
0.000, 0.650, 0.3,  0.675,  0.856,  0.061,  0.000,  4.000
0.000, 0.650, 0.4,  0.635,  0.840,  0.059,  0.000,  4.000
0.000, 0.650, 0.5,  0.590,  0.797,  0.056,  0.000,  4.000
0.020, 0.650, 0.1,  1.120,  1.078,  0.076,  0.000,  5.000
0.020, 0.650, 0.2,  0.945,  1.013,  0.072,  0.000,  5.000
0.020, 0.650, 0.3,  0.845,  0.983,  0.069,  0.000,  5.000
0.020, 0.650, 0.4,  0.730,  0.884,  0.062,  0.000,  4.000
0.020, 0.650, 0.5,  0.675,  0.862,  0.061,  0.000,  4.000
0.040, 0.650, 0.1,  1.350,  1.219,  0.086,  0.000,  6.000
0.040, 0.650, 0.2,  1.120,  1.078,  0.076,  0.000,  5.000
0.040, 0.650, 0.3,  1.010,  1.042,  0.074,  0.000,  5.000
0.040, 0.650, 0.4,  0.925,  1.012,  0.072,  0.000,  5.000
0.040, 0.650, 0.5,  0.800,  0.956,  0.068,  0.000,  5.000
0.060, 0.650, 0.1,  1.555,  1.317,  0.093,  0.000,  6.000
0.060, 0.650, 0.2,  1.350,  1.223,  0.086,  0.000,  6.000
0.060, 0.650, 0.3,  1.165,  1.102,  0.078,  0.000,  5.000
0.060, 0.650, 0.4,  1.070,  1.044,  0.074,  0.000,  5.000
0.060, 0.650, 0.5,  0.975,  1.029,  0.073,  0.000,  5.000
0.080, 0.650, 0.1,  1.750,  1.344,  0.095,  0.000,  6.000
0.080, 0.650, 0.2,  1.540,  1.275,  0.090,  0.000,  6.000
0.080, 0.650, 0.3,  1.400,  1.211,  0.086,  0.000,  6.000
0.080, 0.650, 0.4,  1.250,  1.115,  0.079,  0.000,  5.000
0.080, 0.650, 0.5,  1.140,  1.071,  0.076,  0.000,  5.000
0.100, 0.650, 0.1,  1.935,  1.360,  0.096,  0.000,  6.000
0.100, 0.650, 0.2,  1.740,  1.342,  0.095,  0.000,  6.000
0.100, 0.650, 0.3,  1.605,  1.291,  0.091,  0.000,  6.000
0.100, 0.650, 0.4,  1.465,  1.240,  0.088,  0.000,  6.000
0.100, 0.650, 0.5,  1.380,  1.184,  0.084,  0.000,  5.000
0.120, 0.650, 0.1,  2.125,  1.470,  0.104,  0.000,  7.000
0.120, 0.650, 0.2,  1.915,  1.363,  0.096,  0.000,  6.000
0.120, 0.650, 0.3,  1.785,  1.378,  0.097,  0.000,  6.000
0.120, 0.650, 0.4,  1.660,  1.347,  0.095,  0.000,  6.000
0.120, 0.650, 0.5,  1.590,  1.316,  0.093,  0.000,  6.000
0.140, 0.650, 0.1,  2.375,  1.561,  0.110,  0.000,  7.000
0.140, 0.650, 0.2,  2.145,  1.485,  0.105,  0.000,  7.000
0.140, 0.650, 0.3,  1.965,  1.387,  0.098,  0.000,  6.000
0.140, 0.650, 0.4,  1.865,  1.388,  0.098,  0.000,  6.000
0.140, 0.650, 0.5,  1.745,  1.382,  0.098,  0.000,  6.000
0.160, 0.650, 0.1,  2.635,  1.687,  0.119,  0.000,  8.000
0.160, 0.650, 0.2,  2.345,  1.581,  0.112,  0.000,  7.000
0.160, 0.650, 0.3,  2.175,  1.485,  0.105,  0.000,  7.000
0.160, 0.650, 0.4,  2.080,  1.461,  0.103,  0.000,  7.000
0.160, 0.650, 0.5,  1.940,  1.395,  0.099,  0.000,  6.000
0.180, 0.650, 0.1,  2.935,  1.816,  0.128,  0.000,  8.000
0.180, 0.650, 0.2,  2.595,  1.645,  0.116,  0.000,  7.000
0.180, 0.650, 0.3,  2.430,  1.574,  0.111,  0.000,  7.000
0.180, 0.650, 0.4,  2.265,  1.535,  0.109,  0.000,  7.000
0.180, 0.650, 0.5,  2.165,  1.490,  0.105,  0.000,  7.000
0.200, 0.650, 0.1,  3.225,  1.879,  0.133,  0.000,  9.000
0.200, 0.650, 0.2,  2.875,  1.832,  0.130,  0.000,  9.000
0.200, 0.650, 0.3,  2.665,  1.717,  0.121,  0.000,  8.000
0.200, 0.650, 0.4,  2.485,  1.601,  0.113,  0.000,  7.000
0.200, 0.650, 0.5,  2.350,  1.575,  0.111,  0.000,  7.000
0.220, 0.650, 0.1,  3.595,  2.035,  0.144,  0.000, 10.000
0.220, 0.650, 0.2,  3.195,  1.909,  0.135,  0.000, 10.000
0.220, 0.650, 0.3,  2.985,  1.887,  0.133,  0.000, 10.000
0.220, 0.650, 0.4,  2.795,  1.797,  0.127,  0.000, 10.000
0.220, 0.650, 0.5,  2.610,  1.671,  0.118,  0.000,  8.000
0.240, 0.650, 0.1,  4.020,  2.183,  0.154,  0.000, 11.000
0.240, 0.650, 0.2,  3.555,  2.022,  0.143,  0.000, 10.000
0.240, 0.650, 0.3,  3.265,  1.940,  0.137,  0.000, 10.000
0.240, 0.650, 0.4,  3.075,  1.902,  0.134,  0.000, 10.000
0.240, 0.650, 0.5,  2.905,  1.864,  0.132,  0.000, 10.000
0.260, 0.650, 0.1,  4.545,  2.366,  0.167,  0.000, 11.000
0.260, 0.650, 0.2,  3.895,  2.135,  0.151,  0.000, 10.000
0.260, 0.650, 0.3,  3.615,  2.054,  0.145,  0.000, 10.000
0.260, 0.650, 0.4,  3.370,  1.993,  0.141,  0.000, 10.000
0.260, 0.650, 0.5,  3.190,  1.937,  0.137,  0.000, 10.000
0.280, 0.650, 0.1,  5.095,  2.523,  0.178,  0.000, 12.000
0.280, 0.650, 0.2,  4.395,  2.327,  0.165,  0.000, 11.000
0.280, 0.650, 0.3,  3.975,  2.181,  0.154,  0.000, 11.000
0.280, 0.650, 0.4,  3.695,  2.079,  0.147,  0.000, 10.000
0.280, 0.650, 0.5,  3.510,  2.055,  0.145,  0.000, 10.000
0.300, 0.650, 0.1,  5.840,  2.743,  0.194,  0.000, 12.000
0.300, 0.650, 0.2,  4.930,  2.475,  0.175,  0.000, 11.000
0.300, 0.650, 0.3,  4.475,  2.347,  0.166,  0.000, 11.000
0.300, 0.650, 0.4,  4.130,  2.220,  0.157,  0.000, 11.000
0.300, 0.650, 0.5,  3.815,  2.108,  0.149,  0.000, 10.000
0.320, 0.650, 0.1,  6.755,  2.939,  0.208,  0.000, 14.000
0.320, 0.650, 0.2,  5.655,  2.699,  0.191,  0.000, 12.000
0.320, 0.650, 0.3,  5.020,  2.518,  0.178,  0.000, 12.000
0.320, 0.650, 0.4,  4.675,  2.425,  0.171,  0.000, 11.000
0.320, 0.650, 0.5,  4.315,  2.298,  0.163,  0.000, 11.000
0.340, 0.650, 0.1,  7.820,  2.989,  0.211,  1.000, 15.000
0.340, 0.650, 0.2,  6.515,  2.853,  0.202,  0.000, 14.000
0.340, 0.650, 0.3,  5.745,  2.736,  0.193,  0.000, 12.000
0.340, 0.650, 0.4,  5.230,  2.540,  0.180,  0.000, 12.000
0.340, 0.650, 0.5,  4.830,  2.431,  0.172,  0.000, 11.000
0.360, 0.650, 0.1,  9.120,  3.285,  0.232,  2.000, 18.000
0.360, 0.650, 0.2,  7.565,  2.988,  0.211,  1.000, 15.000
0.360, 0.650, 0.3,  6.650,  2.910,  0.206,  0.000, 14.000
0.360, 0.650, 0.4,  5.995,  2.790,  0.197,  0.000, 12.000
0.360, 0.650, 0.5,  5.510,  2.637,  0.186,  0.000, 12.000
0.380, 0.650, 0.1, 10.480,  3.392,  0.240,  3.000, 19.000
0.380, 0.650, 0.2,  8.700,  3.239,  0.229,  2.000, 18.000
0.380, 0.650, 0.3,  7.715,  2.988,  0.211,  1.000, 15.000
0.380, 0.650, 0.4,  6.985,  2.929,  0.207,  0.000, 14.000
0.380, 0.650, 0.5,  6.295,  2.837,  0.201,  0.000, 13.000
0.400, 0.650, 0.1, 12.310,  3.739,  0.264,  4.000, 22.000
0.400, 0.650, 0.2, 10.080,  3.353,  0.237,  3.000, 19.000
0.400, 0.650, 0.3,  8.965,  3.246,  0.230,  2.000, 18.000
0.400, 0.650, 0.4,  8.055,  3.051,  0.216,  1.000, 15.000
0.400, 0.650, 0.5,  7.410,  2.983,  0.211,  1.000, 15.000
0.420, 0.650, 0.1, 14.560,  4.149,  0.293,  6.000, 27.000
0.420, 0.650, 0.2, 11.815,  3.605,  0.255,  4.000, 21.000
0.420, 0.650, 0.3, 10.300,  3.400,  0.240,  3.000, 19.000
0.420, 0.650, 0.4,  9.395,  3.402,  0.241,  2.000, 19.000
0.420, 0.650, 0.5,  8.445,  3.195,  0.226,  1.000, 17.000
0.440, 0.650, 0.1, 16.870,  4.423,  0.313,  8.000, 30.000
0.440, 0.650, 0.2, 13.940,  4.015,  0.284,  5.000, 26.000
0.440, 0.650, 0.3, 12.065,  3.664,  0.259,  4.000, 22.000
0.440, 0.650, 0.4, 10.790,  3.485,  0.246,  3.000, 19.000
0.440, 0.650, 0.5,  9.840,  3.390,  0.240,  2.000, 19.000
0.460, 0.650, 0.1, 19.395,  4.788,  0.339,  9.000, 34.000
0.460, 0.650, 0.2, 16.290,  4.341,  0.307,  7.000, 29.000
0.460, 0.650, 0.3, 14.315,  4.126,  0.292,  6.000, 26.000
0.460, 0.650, 0.4, 12.820,  3.858,  0.273,  4.000, 23.000
0.460, 0.650, 0.5, 11.430,  3.614,  0.256,  3.000, 20.000
0.480, 0.650, 0.1, 22.250,  5.252,  0.371, 10.000, 39.000
0.480, 0.650, 0.2, 18.800,  4.657,  0.329,  8.000, 34.000
0.480, 0.650, 0.3, 16.600,  4.329,  0.306,  8.000, 29.000
0.480, 0.650, 0.4, 15.015,  4.133,  0.292,  7.000, 27.000
0.480, 0.650, 0.5, 13.590,  3.927,  0.278,  5.000, 25.000
0.500, 0.650, 0.1, 25.405,  5.500,  0.389, 11.000, 42.000
0.500, 0.650, 0.2, 21.365,  5.190,  0.367,  9.000, 38.000
0.500, 0.650, 0.3, 19.125,  4.706,  0.333,  8.000, 34.000
0.500, 0.650, 0.4, 17.385,  4.454,  0.315,  8.000, 31.000
0.500, 0.650, 0.5, 15.940,  4.266,  0.302,  7.000, 29.000
0.000, 0.700, 0.1,  1.015,  1.034,  0.073,  0.000,  5.000
0.000, 0.700, 0.2,  0.855,  0.969,  0.069,  0.000,  5.000
0.000, 0.700, 0.3,  0.705,  0.879,  0.062,  0.000,  4.000
0.000, 0.700, 0.4,  0.655,  0.854,  0.060,  0.000,  4.000
0.000, 0.700, 0.5,  0.625,  0.841,  0.059,  0.000,  4.000
0.020, 0.700, 0.1,  1.215,  1.142,  0.081,  0.000,  5.000
0.020, 0.700, 0.2,  1.020,  1.017,  0.072,  0.000,  5.000
0.020, 0.700, 0.3,  0.895,  0.989,  0.070,  0.000,  5.000
0.020, 0.700, 0.4,  0.780,  0.931,  0.066,  0.000,  5.000
0.020, 0.700, 0.5,  0.700,  0.862,  0.061,  0.000,  4.000
0.040, 0.700, 0.1,  1.445,  1.271,  0.090,  0.000,  6.000
0.040, 0.700, 0.2,  1.185,  1.121,  0.079,  0.000,  5.000
0.040, 0.700, 0.3,  1.075,  1.065,  0.075,  0.000,  5.000
0.040, 0.700, 0.4,  0.965,  1.039,  0.073,  0.000,  5.000
0.040, 0.700, 0.5,  0.885,  1.003,  0.071,  0.000,  5.000
0.060, 0.700, 0.1,  1.600,  1.345,  0.095,  0.000,  6.000
0.060, 0.700, 0.2,  1.390,  1.239,  0.088,  0.000,  6.000
0.060, 0.700, 0.3,  1.240,  1.140,  0.081,  0.000,  5.000
0.060, 0.700, 0.4,  1.125,  1.070,  0.076,  0.000,  5.000
0.060, 0.700, 0.5,  1.030,  1.041,  0.074,  0.000,  5.000
0.080, 0.700, 0.1,  1.800,  1.341,  0.095,  0.000,  6.000
0.080, 0.700, 0.2,  1.590,  1.312,  0.093,  0.000,  6.000
0.080, 0.700, 0.3,  1.450,  1.239,  0.088,  0.000,  6.000
0.080, 0.700, 0.4,  1.360,  1.186,  0.084,  0.000,  5.000
0.080, 0.700, 0.5,  1.195,  1.097,  0.078,  0.000,  5.000
0.100, 0.700, 0.1,  2.025,  1.433,  0.101,  0.000,  7.000
0.100, 0.700, 0.2,  1.815,  1.353,  0.096,  0.000,  6.000
0.100, 0.700, 0.3,  1.655,  1.336,  0.094,  0.000,  6.000
0.100, 0.700, 0.4,  1.570,  1.290,  0.091,  0.000,  6.000
0.100, 0.700, 0.5,  1.435,  1.218,  0.086,  0.000,  6.000
0.120, 0.700, 0.1,  2.205,  1.521,  0.108,  0.000,  7.000
0.120, 0.700, 0.2,  2.010,  1.421,  0.100,  0.000,  6.000
0.120, 0.700, 0.3,  1.860,  1.371,  0.097,  0.000,  6.000
0.120, 0.700, 0.4,  1.735,  1.373,  0.097,  0.000,  6.000
0.120, 0.700, 0.5,  1.655,  1.347,  0.095,  0.000,  6.000
0.140, 0.700, 0.1,  2.450,  1.578,  0.112,  0.000,  7.000
0.140, 0.700, 0.2,  2.195,  1.496,  0.106,  0.000,  7.000
0.140, 0.700, 0.3,  2.075,  1.459,  0.103,  0.000,  7.000
0.140, 0.700, 0.4,  1.920,  1.387,  0.098,  0.000,  6.000
0.140, 0.700, 0.5,  1.840,  1.391,  0.098,  0.000,  6.000
0.160, 0.700, 0.1,  2.760,  1.777,  0.126,  0.000,  8.000
0.160, 0.700, 0.2,  2.420,  1.574,  0.111,  0.000,  7.000
0.160, 0.700, 0.3,  2.255,  1.537,  0.109,  0.000,  7.000
0.160, 0.700, 0.4,  2.145,  1.485,  0.105,  0.000,  7.000
0.160, 0.700, 0.5,  2.015,  1.416,  0.100,  0.000,  6.000
0.180, 0.700, 0.1,  3.040,  1.826,  0.129,  0.000,  8.000
0.180, 0.700, 0.2,  2.710,  1.709,  0.121,  0.000,  8.000
0.180, 0.700, 0.3,  2.495,  1.585,  0.112,  0.000,  7.000
0.180, 0.700, 0.4,  2.355,  1.569,  0.111,  0.000,  7.000
0.180, 0.700, 0.5,  2.215,  1.480,  0.105,  0.000,  7.000
0.200, 0.700, 0.1,  3.380,  1.953,  0.138,  0.000, 10.000
0.200, 0.700, 0.2,  2.990,  1.849,  0.131,  0.000,  9.000
0.200, 0.700, 0.3,  2.790,  1.770,  0.125,  0.000,  9.000
0.200, 0.700, 0.4,  2.570,  1.621,  0.115,  0.000,  7.000
0.200, 0.700, 0.5,  2.450,  1.587,  0.112,  0.000,  7.000
0.220, 0.700, 0.1,  3.735,  2.078,  0.147,  0.000, 10.000
0.220, 0.700, 0.2,  3.330,  1.972,  0.139,  0.000, 10.000
0.220, 0.700, 0.3,  3.085,  1.902,  0.134,  0.000, 10.000
0.220, 0.700, 0.4,  2.915,  1.880,  0.133,  0.000, 10.000
0.220, 0.700, 0.5,  2.735,  1.758,  0.124,  0.000,  9.000
0.240, 0.700, 0.1,  4.235,  2.264,  0.160,  0.000, 11.000
0.240, 0.700, 0.2,  3.655,  2.056,  0.145,  0.000, 10.000
0.240, 0.700, 0.3,  3.400,  1.980,  0.140,  0.000, 10.000
0.240, 0.700, 0.4,  3.190,  1.919,  0.136,  0.000, 10.000
0.240, 0.700, 0.5,  3.025,  1.909,  0.135,  0.000, 10.000
0.260, 0.700, 0.1,  4.785,  2.437,  0.172,  0.000, 11.000
0.260, 0.700, 0.2,  4.120,  2.214,  0.157,  0.000, 11.000
0.260, 0.700, 0.3,  3.750,  2.090,  0.148,  0.000, 10.000
0.260, 0.700, 0.4,  3.570,  2.039,  0.144,  0.000, 10.000
0.260, 0.700, 0.5,  3.310,  1.950,  0.138,  0.000, 10.000
0.280, 0.700, 0.1,  5.430,  2.596,  0.184,  0.000, 12.000
0.280, 0.700, 0.2,  4.660,  2.415,  0.171,  0.000, 11.000
0.280, 0.700, 0.3,  4.200,  2.271,  0.161,  0.000, 11.000
0.280, 0.700, 0.4,  3.830,  2.113,  0.149,  0.000, 10.000
0.280, 0.700, 0.5,  3.630,  2.058,  0.146,  0.000, 10.000
0.300, 0.700, 0.1,  6.190,  2.845,  0.201,  0.000, 12.000
0.300, 0.700, 0.2,  5.225,  2.533,  0.179,  0.000, 12.000
0.300, 0.700, 0.3,  4.745,  2.443,  0.173,  0.000, 11.000
0.300, 0.700, 0.4,  4.345,  2.307,  0.163,  0.000, 11.000
0.300, 0.700, 0.5,  4.050,  2.205,  0.156,  0.000, 11.000
0.320, 0.700, 0.1,  7.245,  2.982,  0.211,  1.000, 15.000
0.320, 0.700, 0.2,  5.980,  2.776,  0.196,  0.000, 12.000
0.320, 0.700, 0.3,  5.345,  2.553,  0.181,  0.000, 12.000
0.320, 0.700, 0.4,  4.885,  2.456,  0.174,  0.000, 11.000
0.320, 0.700, 0.5,  4.550,  2.382,  0.168,  0.000, 11.000
0.340, 0.700, 0.1,  8.315,  3.154,  0.223,  1.000, 16.000
0.340, 0.700, 0.2,  6.940,  2.926,  0.207,  0.000, 14.000
0.340, 0.700, 0.3,  6.110,  2.814,  0.199,  0.000, 12.000
0.340, 0.700, 0.4,  5.570,  2.680,  0.189,  0.000, 12.000
0.340, 0.700, 0.5,  5.100,  2.528,  0.179,  0.000, 12.000
0.360, 0.700, 0.1,  9.715,  3.425,  0.242,  2.000, 19.000
0.360, 0.700, 0.2,  8.055,  3.048,  0.216,  1.000, 15.000
0.360, 0.700, 0.3,  7.135,  2.962,  0.209,  1.000, 15.000
0.360, 0.700, 0.4,  6.390,  2.830,  0.200,  0.000, 14.000
0.360, 0.700, 0.5,  5.845,  2.757,  0.195,  0.000, 12.000
0.380, 0.700, 0.1, 11.200,  3.547,  0.251,  3.000, 20.000
0.380, 0.700, 0.2,  9.380,  3.393,  0.240,  2.000, 18.000
0.380, 0.700, 0.3,  8.205,  3.121,  0.221,  1.000, 16.000
0.380, 0.700, 0.4,  7.485,  2.979,  0.211,  1.000, 15.000
0.380, 0.700, 0.5,  6.760,  2.944,  0.208,  0.000, 14.000
0.400, 0.700, 0.1, 13.380,  3.911,  0.277,  5.000, 24.000
0.400, 0.700, 0.2, 10.770,  3.497,  0.247,  3.000, 19.000
0.400, 0.700, 0.3,  9.580,  3.411,  0.241,  2.000, 19.000
0.400, 0.700, 0.4,  8.560,  3.206,  0.227,  1.000, 17.000
0.400, 0.700, 0.5,  7.845,  3.003,  0.212,  1.000, 15.000
0.420, 0.700, 0.1, 15.615,  4.173,  0.295,  7.000, 28.000
0.420, 0.700, 0.2, 12.770,  3.807,  0.269,  4.000, 23.000
0.420, 0.700, 0.3, 11.030,  3.503,  0.248,  3.000, 20.000
0.420, 0.700, 0.4,  9.945,  3.394,  0.240,  2.000, 19.000
0.420, 0.700, 0.5,  9.135,  3.299,  0.233,  2.000, 18.000
0.440, 0.700, 0.1, 18.040,  4.541,  0.321,  8.000, 33.000
0.440, 0.700, 0.2, 15.020,  4.125,  0.292,  7.000, 27.000
0.440, 0.700, 0.3, 13.110,  3.898,  0.276,  5.000, 23.000
0.440, 0.700, 0.4, 11.610,  3.638,  0.257,  3.000, 21.000
0.440, 0.700, 0.5, 10.500,  3.385,  0.239,  3.000, 19.000
0.460, 0.700, 0.1, 20.690,  5.055,  0.357,  9.000, 37.000
0.460, 0.700, 0.2, 17.350,  4.492,  0.318,  8.000, 30.000
0.460, 0.700, 0.3, 15.360,  4.142,  0.293,  7.000, 27.000
0.460, 0.700, 0.4, 13.770,  3.949,  0.279,  5.000, 26.000
0.460, 0.700, 0.5, 12.355,  3.750,  0.265,  4.000, 22.000
0.480, 0.700, 0.1, 23.945,  5.450,  0.385, 12.000, 41.000
0.480, 0.700, 0.2, 19.950,  4.929,  0.349,  9.000, 37.000
0.480, 0.700, 0.3, 17.770,  4.524,  0.320,  8.000, 33.000
0.480, 0.700, 0.4, 16.145,  4.294,  0.304,  7.000, 29.000
0.480, 0.700, 0.5, 14.610,  4.127,  0.292,  6.000, 26.000
0.500, 0.700, 0.1, 27.065,  5.564,  0.393, 13.000, 45.000
0.500, 0.700, 0.2, 22.960,  5.370,  0.380, 10.000, 40.000
0.500, 0.700, 0.3, 20.400,  4.953,  0.350,  9.000, 37.000
0.500, 0.700, 0.4, 18.645,  4.605,  0.326,  8.000, 33.000
0.500, 0.700, 0.5, 16.955,  4.445,  0.314,  8.000, 30.000
0.000, 0.750, 0.1,  1.085,  1.074,  0.076,  0.000,  5.000
0.000, 0.750, 0.2,  0.900,  0.992,  0.070,  0.000,  5.000
0.000, 0.750, 0.3,  0.775,  0.937,  0.066,  0.000,  5.000
0.000, 0.750, 0.4,  0.675,  0.856,  0.061,  0.000,  4.000
0.000, 0.750, 0.5,  0.650,  0.855,  0.060,  0.000,  4.000
0.020, 0.750, 0.1,  1.300,  1.207,  0.085,  0.000,  6.000
0.020, 0.750, 0.2,  1.070,  1.049,  0.074,  0.000,  5.000
0.020, 0.750, 0.3,  0.945,  1.013,  0.072,  0.000,  5.000
0.020, 0.750, 0.4,  0.870,  0.984,  0.070,  0.000,  5.000
0.020, 0.750, 0.5,  0.740,  0.887,  0.063,  0.000,  4.000
0.040, 0.750, 0.1,  1.505,  1.288,  0.091,  0.000,  6.000
0.040, 0.750, 0.2,  1.305,  1.191,  0.084,  0.000,  5.000
0.040, 0.750, 0.3,  1.115,  1.071,  0.076,  0.000,  5.000
0.040, 0.750, 0.4,  1.020,  1.042,  0.074,  0.000,  5.000
0.040, 0.750, 0.5,  0.945,  1.018,  0.072,  0.000,  5.000
0.060, 0.750, 0.1,  1.675,  1.356,  0.096,  0.000,  6.000
0.060, 0.750, 0.2,  1.495,  1.288,  0.091,  0.000,  6.000
0.060, 0.750, 0.3,  1.350,  1.223,  0.086,  0.000,  6.000
0.060, 0.750, 0.4,  1.170,  1.103,  0.078,  0.000,  5.000
0.060, 0.750, 0.5,  1.095,  1.064,  0.075,  0.000,  5.000
0.080, 0.750, 0.1,  1.855,  1.331,  0.094,  0.000,  6.000
0.080, 0.750, 0.2,  1.650,  1.340,  0.095,  0.000,  6.000
0.080, 0.750, 0.3,  1.540,  1.275,  0.090,  0.000,  6.000
0.080, 0.750, 0.4,  1.400,  1.211,  0.086,  0.000,  6.000
0.080, 0.750, 0.5,  1.295,  1.155,  0.082,  0.000,  5.000
0.100, 0.750, 0.1,  2.070,  1.437,  0.102,  0.000,  7.000
0.100, 0.750, 0.2,  1.865,  1.344,  0.095,  0.000,  6.000
0.100, 0.750, 0.3,  1.740,  1.342,  0.095,  0.000,  6.000
0.100, 0.750, 0.4,  1.630,  1.316,  0.093,  0.000,  6.000
0.100, 0.750, 0.5,  1.535,  1.272,  0.090,  0.000,  6.000
0.120, 0.750, 0.1,  2.315,  1.568,  0.111,  0.000,  7.000
0.120, 0.750, 0.2,  2.070,  1.472,  0.104,  0.000,  7.000
0.120, 0.750, 0.3,  1.905,  1.366,  0.097,  0.000,  6.000
0.120, 0.750, 0.4,  1.825,  1.373,  0.097,  0.000,  6.000
0.120, 0.750, 0.5,  1.700,  1.360,  0.096,  0.000,  6.000
0.140, 0.750, 0.1,  2.565,  1.682,  0.119,  0.000,  7.000
0.140, 0.750, 0.2,  2.290,  1.561,  0.110,  0.000,  7.000
0.140, 0.750, 0.3,  2.145,  1.485,  0.105,  0.000,  7.000
0.140, 0.750, 0.4,  2.000,  1.411,  0.100,  0.000,  6.000
0.140, 0.750, 0.5,  1.895,  1.383,  0.098,  0.000,  6.000
0.160, 0.750, 0.1,  2.850,  1.812,  0.128,  0.000,  8.000
0.160, 0.750, 0.2,  2.510,  1.604,  0.113,  0.000,  7.000
0.160, 0.750, 0.3,  2.350,  1.587,  0.112,  0.000,  7.000
0.160, 0.750, 0.4,  2.195,  1.486,  0.105,  0.000,  7.000
0.160, 0.750, 0.5,  2.115,  1.488,  0.105,  0.000,  7.000
0.180, 0.750, 0.1,  3.135,  1.839,  0.130,  0.000,  8.000
0.180, 0.750, 0.2,  2.835,  1.798,  0.127,  0.000,  8.000
0.180, 0.750, 0.3,  2.600,  1.650,  0.117,  0.000,  7.000
0.180, 0.750, 0.4,  2.445,  1.584,  0.112,  0.000,  7.000
0.180, 0.750, 0.5,  2.305,  1.547,  0.109,  0.000,  7.000
0.200, 0.750, 0.1,  3.515,  2.002,  0.142,  0.000, 10.000
0.200, 0.750, 0.2,  3.105,  1.866,  0.132,  0.000,  9.000
0.200, 0.750, 0.3,  2.880,  1.836,  0.130,  0.000,  9.000
0.200, 0.750, 0.4,  2.705,  1.733,  0.123,  0.000,  9.000
0.200, 0.750, 0.5,  2.530,  1.613,  0.114,  0.000,  7.000
0.220, 0.750, 0.1,  3.920,  2.160,  0.153,  0.000, 10.000
0.220, 0.750, 0.2,  3.485,  2.032,  0.144,  0.000, 10.000
0.220, 0.750, 0.3,  3.200,  1.915,  0.135,  0.000, 10.000
0.220, 0.750, 0.4,  3.020,  1.897,  0.134,  0.000, 10.000
0.220, 0.750, 0.5,  2.870,  1.863,  0.132,  0.000, 10.000
0.240, 0.750, 0.1,  4.445,  2.355,  0.167,  0.000, 11.000
0.240, 0.750, 0.2,  3.805,  2.105,  0.149,  0.000, 10.000
0.240, 0.750, 0.3,  3.565,  2.031,  0.144,  0.000, 10.000
0.240, 0.750, 0.4,  3.310,  1.942,  0.137,  0.000, 10.000
0.240, 0.750, 0.5,  3.140,  1.918,  0.136,  0.000, 10.000
0.260, 0.750, 0.1,  5.015,  2.557,  0.181,  0.000, 12.000
0.260, 0.750, 0.2,  4.335,  2.315,  0.164,  0.000, 11.000
0.260, 0.750, 0.3,  3.905,  2.147,  0.152,  0.000, 10.000
0.260, 0.750, 0.4,  3.660,  2.080,  0.147,  0.000, 10.000
0.260, 0.750, 0.5,  3.475,  2.032,  0.144,  0.000, 10.000
0.280, 0.750, 0.1,  5.740,  2.751,  0.195,  0.000, 12.000
